I,X,Y,Z
24481,595013.5,1669048.5,1870
24482,595013.5,1669043.5,1870
24483,595013.5,1669038.5,1853
24484,595013.5,1669033.5,1853
24485,595013.5,1669028.5,1853
24486,595013.5,1669023.5,1836
24487,595013.5,1669018.5,1836
24488,595013.5,1669013.5,1836
24489,595013.5,1669008.5,1819
24490,595013.5,1669003.5,1819
24491,595013.5,1668998.5,1819
24492,595013.5,1668993.5,1803
24493,595013.5,1668988.5,1803
24494,595013.5,1668983.5,1803
24495,595013.5,1668978.5,1791
24496,595013.5,1668973.5,1791
24497,595013.5,1668968.5,1791
24498,595013.5,1668963.5,1782
24499,595013.5,1668958.5,1782
24500,595013.5,1668953.5,1782
24501,595013.5,1668948.5,1777
24502,595013.5,1668943.5,1777
24503,595013.5,1668938.5,1777
24504,595013.5,1668933.5,1777
24505,595013.5,1668928.5,1777
24506,595013.5,1668923.5,1777
24507,595013.5,1668918.5,1778
24508,595013.5,1668913.5,1778
24509,595013.5,1668908.5,1778
24510,595013.5,1668903.5,1781
24511,595013.5,1668898.5,1781
24512,595013.5,1668893.5,1781
24513,595013.5,1668888.5,1786
24514,595013.5,1668883.5,1786
24515,595013.5,1668878.5,1786
24516,595013.5,1668873.5,1792
24517,595013.5,1668868.5,1792
24518,595013.5,1668863.5,1792
24519,595013.5,1668858.5,1796
24520,595013.5,1668853.5,1796
24521,595013.5,1668848.5,1796
24522,595013.5,1668843.5,1797
24523,595013.5,1668838.5,1797
24524,595013.5,1668833.5,1797
24525,595013.5,1668828.5,1797
24526,595013.5,1668823.5,1797
24527,595013.5,1668818.5,1797
24528,595013.5,1668813.5,1796
24529,595013.5,1668808.5,1796
24530,595013.5,1668803.5,1796
24531,595013.5,1668798.5,1795
24532,595013.5,1668793.5,1795
24533,595013.5,1668788.5,1795
24534,595013.5,1668783.5,1793
24535,595013.5,1668778.5,1793
24536,595013.5,1668773.5,1793
24537,595013.5,1668768.5,1790
24538,595013.5,1668763.5,1790
24539,595013.5,1668758.5,1790
24540,595013.5,1668753.5,1790
24541,595013.5,1668748.5,1790
24542,595013.5,1668743.5,1790
24543,595013.5,1668738.5,1787
24544,595013.5,1668733.5,1787
24545,595013.5,1668728.5,1787
24546,595013.5,1668723.5,1784
24547,595013.5,1668718.5,1784
24548,595013.5,1668713.5,1784
24549,595013.5,1668708.5,1781
24550,595013.5,1668703.5,1781
24551,595013.5,1668698.5,1781
24552,595013.5,1668693.5,1777
24553,595013.5,1668688.5,1777
24554,595013.5,1668683.5,1777
24555,595013.5,1668678.5,1772
24556,595013.5,1668673.5,1772
24557,595013.5,1668668.5,1772
24558,595013.5,1668663.5,1765
24559,595013.5,1668658.5,1765
24560,595013.5,1668653.5,1765
24561,595013.5,1668648.5,1758
24562,595013.5,1668643.5,1758
24563,595013.5,1668638.5,1758
24564,595013.5,1668633.5,1750
24565,595013.5,1668628.5,1750
24566,595013.5,1668623.5,1750
24567,595013.5,1668618.5,1743
24568,595013.5,1668613.5,1743
24569,595013.5,1668608.5,1743
24570,595013.5,1668603.5,1739
24571,595013.5,1668598.5,1739
24572,595013.5,1668593.5,1739
24573,595013.5,1668588.5,1735
24574,595013.5,1668583.5,1735
24575,595013.5,1668578.5,1735
24576,595018.5,1669533.5,1981
24577,595018.5,1669528.5,1981
24578,595018.5,1669523.5,1968
24579,595018.5,1669518.5,1968
24580,595018.5,1669513.5,1968
24581,595018.5,1669508.5,1957
24582,595018.5,1669503.5,1957
24583,595018.5,1669498.5,1957
24584,595018.5,1669493.5,1948
24585,595018.5,1669488.5,1948
24586,595018.5,1669483.5,1948
24587,595018.5,1669478.5,1942
24588,595018.5,1669473.5,1942
24589,595018.5,1669468.5,1942
24590,595018.5,1669463.5,1939
24591,595018.5,1669458.5,1939
24592,595018.5,1669453.5,1939
24593,595018.5,1669448.5,1937
24594,595018.5,1669443.5,1937
24595,595018.5,1669438.5,1937
24596,595018.5,1669433.5,1937
24597,595018.5,1669428.5,1937
24598,595018.5,1669423.5,1937
24599,595018.5,1669418.5,1939
24600,595018.5,1669413.5,1939
24601,595018.5,1669408.5,1939
24602,595018.5,1669403.5,1942
24603,595018.5,1669398.5,1942
24604,595018.5,1669393.5,1942
24605,595018.5,1669388.5,1947
24606,595018.5,1669383.5,1947
24607,595018.5,1669378.5,1947
24608,595018.5,1669373.5,1954
24609,595018.5,1669368.5,1954
24610,595018.5,1669363.5,1954
24611,595018.5,1669358.5,1963
24612,595018.5,1669353.5,1963
24613,595018.5,1669348.5,1963
24614,595018.5,1669343.5,1972
24615,595018.5,1669338.5,1972
24616,595018.5,1669333.5,1972
24617,595018.5,1669328.5,1981
24618,595018.5,1669323.5,1981
24619,595018.5,1669318.5,1981
24620,595018.5,1669313.5,1990
24621,595018.5,1669308.5,1990
24622,595018.5,1669303.5,1990
24623,595018.5,1669298.5,1995
24624,595018.5,1669293.5,1995
24625,595018.5,1669288.5,1995
24626,595018.5,1669283.5,1999
24627,595018.5,1669278.5,1999
24628,595018.5,1669273.5,1999
24629,595018.5,1669268.5,2003
24630,595018.5,1669263.5,2003
24631,595018.5,1669258.5,2003
24632,595018.5,1669253.5,2006
24633,595018.5,1669248.5,2006
24634,595018.5,1669243.5,2006
24635,595018.5,1669238.5,2006
24636,595018.5,1669233.5,2006
24637,595018.5,1669228.5,2006
24638,595018.5,1669223.5,2003
24639,595018.5,1669218.5,2003
24640,595018.5,1669213.5,2003
24641,595018.5,1669208.5,1998
24642,595018.5,1669203.5,1998
24643,595018.5,1669198.5,1998
24644,595018.5,1669193.5,1989
24645,595018.5,1669188.5,1989
24646,595018.5,1669183.5,1989
24647,595018.5,1669178.5,1979
24648,595018.5,1669173.5,1979
24649,595018.5,1669168.5,1979
24650,595018.5,1669163.5,1968
24651,595018.5,1669158.5,1968
24652,595018.5,1669153.5,1968
24653,595018.5,1669148.5,1956
24654,595018.5,1669143.5,1956
24655,595018.5,1669138.5,1956
24656,595018.5,1669133.5,1943
24657,595018.5,1669128.5,1943
24658,595018.5,1669123.5,1943
24659,595018.5,1669118.5,1931
24660,595018.5,1669113.5,1931
24661,595018.5,1669108.5,1931
24662,595018.5,1669103.5,1918
24663,595018.5,1669098.5,1918
24664,595018.5,1669093.5,1918
24665,595018.5,1669088.5,1902
24666,595018.5,1669083.5,1902
24667,595018.5,1669078.5,1902
24668,595018.5,1669073.5,1884
24669,595018.5,1669068.5,1884
24670,595018.5,1669063.5,1884
24671,595018.5,1669058.5,1884
24672,595018.5,1669053.5,1867
24673,595018.5,1669048.5,1867
24674,595018.5,1669043.5,1867
24675,595018.5,1669038.5,1850
24676,595018.5,1669033.5,1850
24677,595018.5,1669028.5,1850
24678,595018.5,1669023.5,1834
24679,595018.5,1669018.5,1834
24680,595018.5,1669013.5,1834
24681,595018.5,1669008.5,1817
24682,595018.5,1669003.5,1817
24683,595018.5,1668998.5,1817
24684,595018.5,1668993.5,1803
24685,595018.5,1668988.5,1803
24686,595018.5,1668983.5,1803
24687,595018.5,1668978.5,1794
24688,595018.5,1668973.5,1794
24689,595018.5,1668968.5,1794
24690,595018.5,1668963.5,1786
24691,595018.5,1668958.5,1786
24692,595018.5,1668953.5,1786
24693,595018.5,1668948.5,1785
24694,595018.5,1668943.5,1785
24695,595018.5,1668938.5,1785
24696,595018.5,1668933.5,1786
24697,595018.5,1668928.5,1786
24698,595018.5,1668923.5,1786
24699,595018.5,1668918.5,1789
24700,595018.5,1668913.5,1789
24701,595018.5,1668908.5,1789
24702,595018.5,1668903.5,1794
24703,595018.5,1668898.5,1794
24704,595018.5,1668893.5,1794
24705,595018.5,1668888.5,1799
24706,595018.5,1668883.5,1799
24707,595018.5,1668878.5,1799
24708,595018.5,1668873.5,1803
24709,595018.5,1668868.5,1803
24710,595018.5,1668863.5,1803
24711,595018.5,1668858.5,1807
24712,595018.5,1668853.5,1807
24713,595018.5,1668848.5,1807
24714,595018.5,1668843.5,1807
24715,595018.5,1668838.5,1807
24716,595018.5,1668833.5,1807
24717,595018.5,1668828.5,1806
24718,595018.5,1668823.5,1806
24719,595018.5,1668818.5,1806
24720,595018.5,1668813.5,1805
24721,595018.5,1668808.5,1805
24722,595018.5,1668803.5,1805
24723,595018.5,1668798.5,1804
24724,595018.5,1668793.5,1804
24725,595018.5,1668788.5,1804
24726,595018.5,1668783.5,1802
24727,595018.5,1668778.5,1802
24728,595018.5,1668773.5,1802
24729,595018.5,1668768.5,1799
24730,595018.5,1668763.5,1799
24731,595018.5,1668758.5,1799
24732,595018.5,1668753.5,1796
24733,595018.5,1668748.5,1796
24734,595018.5,1668743.5,1796
24735,595018.5,1668738.5,1796
24736,595018.5,1668733.5,1796
24737,595018.5,1668728.5,1796
24738,595018.5,1668723.5,1792
24739,595018.5,1668718.5,1792
24740,595018.5,1668713.5,1792
24741,595018.5,1668708.5,1788
24742,595018.5,1668703.5,1788
24743,595018.5,1668698.5,1788
24744,595018.5,1668693.5,1785
24745,595018.5,1668688.5,1785
24746,595018.5,1668683.5,1785
24747,595018.5,1668678.5,1779
24748,595018.5,1668673.5,1779
24749,595018.5,1668668.5,1779
24750,595018.5,1668663.5,1773
24751,595018.5,1668658.5,1773
24752,595018.5,1668653.5,1773
24753,595018.5,1668648.5,1767
24754,595018.5,1668643.5,1767
24755,595018.5,1668638.5,1767
24756,595018.5,1668633.5,1759
24757,595018.5,1668628.5,1759
24758,595018.5,1668623.5,1759
24759,595018.5,1668618.5,1752
24760,595018.5,1668613.5,1752
24761,595018.5,1668608.5,1752
24762,595018.5,1668603.5,1746
24763,595018.5,1668598.5,1746
24764,595018.5,1668593.5,1746
24765,595018.5,1668588.5,1742
24766,595018.5,1668583.5,1742
24767,595018.5,1668578.5,1742
24768,595023.5,1669533.5,1981
24769,595023.5,1669528.5,1981
24770,595023.5,1669523.5,1968
24771,595023.5,1669518.5,1968
24772,595023.5,1669513.5,1968
24773,595023.5,1669508.5,1957
24774,595023.5,1669503.5,1957
24775,595023.5,1669498.5,1957
24776,595023.5,1669493.5,1948
24777,595023.5,1669488.5,1948
24778,595023.5,1669483.5,1948
24779,595023.5,1669478.5,1942
24780,595023.5,1669473.5,1942
24781,595023.5,1669468.5,1942
24782,595023.5,1669463.5,1939
24783,595023.5,1669458.5,1939
24784,595023.5,1669453.5,1939
24785,595023.5,1669448.5,1937
24786,595023.5,1669443.5,1937
24787,595023.5,1669438.5,1937
24788,595023.5,1669433.5,1937
24789,595023.5,1669428.5,1937
24790,595023.5,1669423.5,1937
24791,595023.5,1669418.5,1939
24792,595023.5,1669413.5,1939
24793,595023.5,1669408.5,1939
24794,595023.5,1669403.5,1942
24795,595023.5,1669398.5,1942
24796,595023.5,1669393.5,1942
24797,595023.5,1669388.5,1947
24798,595023.5,1669383.5,1947
24799,595023.5,1669378.5,1947
24800,595023.5,1669373.5,1954
24801,595023.5,1669368.5,1954
24802,595023.5,1669363.5,1954
24803,595023.5,1669358.5,1963
24804,595023.5,1669353.5,1963
24805,595023.5,1669348.5,1963
24806,595023.5,1669343.5,1972
24807,595023.5,1669338.5,1972
24808,595023.5,1669333.5,1972
24809,595023.5,1669328.5,1981
24810,595023.5,1669323.5,1981
24811,595023.5,1669318.5,1981
24812,595023.5,1669313.5,1990
24813,595023.5,1669308.5,1990
24814,595023.5,1669303.5,1990
24815,595023.5,1669298.5,1995
24816,595023.5,1669293.5,1995
24817,595023.5,1669288.5,1995
24818,595023.5,1669283.5,1999
24819,595023.5,1669278.5,1999
24820,595023.5,1669273.5,1999
24821,595023.5,1669268.5,2003
24822,595023.5,1669263.5,2003
24823,595023.5,1669258.5,2003
24824,595023.5,1669253.5,2006
24825,595023.5,1669248.5,2006
24826,595023.5,1669243.5,2006
24827,595023.5,1669238.5,2006
24828,595023.5,1669233.5,2006
24829,595023.5,1669228.5,2006
24830,595023.5,1669223.5,2003
24831,595023.5,1669218.5,2003
24832,595023.5,1669213.5,2003
24833,595023.5,1669208.5,1998
24834,595023.5,1669203.5,1998
24835,595023.5,1669198.5,1998
24836,595023.5,1669193.5,1989
24837,595023.5,1669188.5,1989
24838,595023.5,1669183.5,1989
24839,595023.5,1669178.5,1979
24840,595023.5,1669173.5,1979
24841,595023.5,1669168.5,1979
24842,595023.5,1669163.5,1968
24843,595023.5,1669158.5,1968
24844,595023.5,1669153.5,1968
24845,595023.5,1669148.5,1956
24846,595023.5,1669143.5,1956
24847,595023.5,1669138.5,1956
24848,595023.5,1669133.5,1943
24849,595023.5,1669128.5,1943
24850,595023.5,1669123.5,1943
24851,595023.5,1669118.5,1931
24852,595023.5,1669113.5,1931
24853,595023.5,1669108.5,1931
24854,595023.5,1669103.5,1918
24855,595023.5,1669098.5,1918
24856,595023.5,1669093.5,1918
24857,595023.5,1669088.5,1902
24858,595023.5,1669083.5,1902
24859,595023.5,1669078.5,1902
24860,595023.5,1669073.5,1884
24861,595023.5,1669068.5,1884
24862,595023.5,1669063.5,1884
24863,595023.5,1669058.5,1884
24864,595023.5,1669053.5,1867
24865,595023.5,1669048.5,1867
24866,595023.5,1669043.5,1867
24867,595023.5,1669038.5,1850
24868,595023.5,1669033.5,1850
24869,595023.5,1669028.5,1850
24870,595023.5,1669023.5,1834
24871,595023.5,1669018.5,1834
24872,595023.5,1669013.5,1834
24873,595023.5,1669008.5,1817
24874,595023.5,1669003.5,1817
24875,595023.5,1668998.5,1817
24876,595023.5,1668993.5,1803
24877,595023.5,1668988.5,1803
24878,595023.5,1668983.5,1803
24879,595023.5,1668978.5,1794
24880,595023.5,1668973.5,1794
24881,595023.5,1668968.5,1794
24882,595023.5,1668963.5,1786
24883,595023.5,1668958.5,1786
24884,595023.5,1668953.5,1786
24885,595023.5,1668948.5,1785
24886,595023.5,1668943.5,1785
24887,595023.5,1668938.5,1785
24888,595023.5,1668933.5,1786
24889,595023.5,1668928.5,1786
24890,595023.5,1668923.5,1786
24891,595023.5,1668918.5,1789
24892,595023.5,1668913.5,1789
24893,595023.5,1668908.5,1789
24894,595023.5,1668903.5,1794
24895,595023.5,1668898.5,1794
24896,595023.5,1668893.5,1794
24897,595023.5,1668888.5,1799
24898,595023.5,1668883.5,1799
24899,595023.5,1668878.5,1799
24900,595023.5,1668873.5,1803
24901,595023.5,1668868.5,1803
24902,595023.5,1668863.5,1803
24903,595023.5,1668858.5,1807
24904,595023.5,1668853.5,1807
24905,595023.5,1668848.5,1807
24906,595023.5,1668843.5,1807
24907,595023.5,1668838.5,1807
24908,595023.5,1668833.5,1807
24909,595023.5,1668828.5,1806
24910,595023.5,1668823.5,1806
24911,595023.5,1668818.5,1806
24912,595023.5,1668813.5,1805
24913,595023.5,1668808.5,1805
24914,595023.5,1668803.5,1805
24915,595023.5,1668798.5,1804
24916,595023.5,1668793.5,1804
24917,595023.5,1668788.5,1804
24918,595023.5,1668783.5,1802
24919,595023.5,1668778.5,1802
24920,595023.5,1668773.5,1802
24921,595023.5,1668768.5,1799
24922,595023.5,1668763.5,1799
24923,595023.5,1668758.5,1799
24924,595023.5,1668753.5,1796
24925,595023.5,1668748.5,1796
24926,595023.5,1668743.5,1796
24927,595023.5,1668738.5,1796
24928,595023.5,1668733.5,1796
24929,595023.5,1668728.5,1796
24930,595023.5,1668723.5,1792
24931,595023.5,1668718.5,1792
24932,595023.5,1668713.5,1792
24933,595023.5,1668708.5,1788
24934,595023.5,1668703.5,1788
24935,595023.5,1668698.5,1788
24936,595023.5,1668693.5,1785
24937,595023.5,1668688.5,1785
24938,595023.5,1668683.5,1785
24939,595023.5,1668678.5,1779
24940,595023.5,1668673.5,1779
24941,595023.5,1668668.5,1779
24942,595023.5,1668663.5,1773
24943,595023.5,1668658.5,1773
24944,595023.5,1668653.5,1773
24945,595023.5,1668648.5,1767
24946,595023.5,1668643.5,1767
24947,595023.5,1668638.5,1767
24948,595023.5,1668633.5,1759
24949,595023.5,1668628.5,1759
24950,595023.5,1668623.5,1759
24951,595023.5,1668618.5,1752
24952,595023.5,1668613.5,1752
24953,595023.5,1668608.5,1752
24954,595023.5,1668603.5,1746
24955,595023.5,1668598.5,1746
24956,595023.5,1668593.5,1746
24957,595023.5,1668588.5,1742
24958,595023.5,1668583.5,1742
24959,595023.5,1668578.5,1742
24960,595028.5,1669533.5,1981
24961,595028.5,1669528.5,1981
24962,595028.5,1669523.5,1968
24963,595028.5,1669518.5,1968
24964,595028.5,1669513.5,1968
24965,595028.5,1669508.5,1957
24966,595028.5,1669503.5,1957
24967,595028.5,1669498.5,1957
24968,595028.5,1669493.5,1948
24969,595028.5,1669488.5,1948
24970,595028.5,1669483.5,1948
24971,595028.5,1669478.5,1942
24972,595028.5,1669473.5,1942
24973,595028.5,1669468.5,1942
24974,595028.5,1669463.5,1939
24975,595028.5,1669458.5,1939
24976,595028.5,1669453.5,1939
24977,595028.5,1669448.5,1937
24978,595028.5,1669443.5,1937
24979,595028.5,1669438.5,1937
24980,595028.5,1669433.5,1937
24981,595028.5,1669428.5,1937
24982,595028.5,1669423.5,1937
24983,595028.5,1669418.5,1939
24984,595028.5,1669413.5,1939
24985,595028.5,1669408.5,1939
24986,595028.5,1669403.5,1942
24987,595028.5,1669398.5,1942
24988,595028.5,1669393.5,1942
24989,595028.5,1669388.5,1947
24990,595028.5,1669383.5,1947
24991,595028.5,1669378.5,1947
24992,595028.5,1669373.5,1954
24993,595028.5,1669368.5,1954
24994,595028.5,1669363.5,1954
24995,595028.5,1669358.5,1963
24996,595028.5,1669353.5,1963
24997,595028.5,1669348.5,1963
24998,595028.5,1669343.5,1972
24999,595028.5,1669338.5,1972
25000,595028.5,1669333.5,1972
25001,595028.5,1669328.5,1981
25002,595028.5,1669323.5,1981
25003,595028.5,1669318.5,1981
25004,595028.5,1669313.5,1990
25005,595028.5,1669308.5,1990
25006,595028.5,1669303.5,1990
25007,595028.5,1669298.5,1995
25008,595028.5,1669293.5,1995
25009,595028.5,1669288.5,1995
25010,595028.5,1669283.5,1999
25011,595028.5,1669278.5,1999
25012,595028.5,1669273.5,1999
25013,595028.5,1669268.5,2003
25014,595028.5,1669263.5,2003
25015,595028.5,1669258.5,2003
25016,595028.5,1669253.5,2006
25017,595028.5,1669248.5,2006
25018,595028.5,1669243.5,2006
25019,595028.5,1669238.5,2006
25020,595028.5,1669233.5,2006
25021,595028.5,1669228.5,2006
25022,595028.5,1669223.5,2003
25023,595028.5,1669218.5,2003
25024,595028.5,1669213.5,2003
25025,595028.5,1669208.5,1998
25026,595028.5,1669203.5,1998
25027,595028.5,1669198.5,1998
25028,595028.5,1669193.5,1989
25029,595028.5,1669188.5,1989
25030,595028.5,1669183.5,1989
25031,595028.5,1669178.5,1979
25032,595028.5,1669173.5,1979
25033,595028.5,1669168.5,1979
25034,595028.5,1669163.5,1968
25035,595028.5,1669158.5,1968
25036,595028.5,1669153.5,1968
25037,595028.5,1669148.5,1956
25038,595028.5,1669143.5,1956
25039,595028.5,1669138.5,1956
25040,595028.5,1669133.5,1943
25041,595028.5,1669128.5,1943
25042,595028.5,1669123.5,1943
25043,595028.5,1669118.5,1931
25044,595028.5,1669113.5,1931
25045,595028.5,1669108.5,1931
25046,595028.5,1669103.5,1918
25047,595028.5,1669098.5,1918
25048,595028.5,1669093.5,1918
25049,595028.5,1669088.5,1902
25050,595028.5,1669083.5,1902
25051,595028.5,1669078.5,1902
25052,595028.5,1669073.5,1884
25053,595028.5,1669068.5,1884
25054,595028.5,1669063.5,1884
25055,595028.5,1669058.5,1884
25056,595028.5,1669053.5,1867
25057,595028.5,1669048.5,1867
25058,595028.5,1669043.5,1867
25059,595028.5,1669038.5,1850
25060,595028.5,1669033.5,1850
25061,595028.5,1669028.5,1850
25062,595028.5,1669023.5,1834
25063,595028.5,1669018.5,1834
25064,595028.5,1669013.5,1834
25065,595028.5,1669008.5,1817
25066,595028.5,1669003.5,1817
25067,595028.5,1668998.5,1817
25068,595028.5,1668993.5,1803
25069,595028.5,1668988.5,1803
25070,595028.5,1668983.5,1803
25071,595028.5,1668978.5,1794
25072,595028.5,1668973.5,1794
25073,595028.5,1668968.5,1794
25074,595028.5,1668963.5,1786
25075,595028.5,1668958.5,1786
25076,595028.5,1668953.5,1786
25077,595028.5,1668948.5,1785
25078,595028.5,1668943.5,1785
25079,595028.5,1668938.5,1785
25080,595028.5,1668933.5,1786
25081,595028.5,1668928.5,1786
25082,595028.5,1668923.5,1786
25083,595028.5,1668918.5,1789
25084,595028.5,1668913.5,1789
25085,595028.5,1668908.5,1789
25086,595028.5,1668903.5,1794
25087,595028.5,1668898.5,1794
25088,595028.5,1668893.5,1794
25089,595028.5,1668888.5,1799
25090,595028.5,1668883.5,1799
25091,595028.5,1668878.5,1799
25092,595028.5,1668873.5,1803
25093,595028.5,1668868.5,1803
25094,595028.5,1668863.5,1803
25095,595028.5,1668858.5,1807
25096,595028.5,1668853.5,1807
25097,595028.5,1668848.5,1807
25098,595028.5,1668843.5,1807
25099,595028.5,1668838.5,1807
25100,595028.5,1668833.5,1807
25101,595028.5,1668828.5,1806
25102,595028.5,1668823.5,1806
25103,595028.5,1668818.5,1806
25104,595028.5,1668813.5,1805
25105,595028.5,1668808.5,1805
25106,595028.5,1668803.5,1805
25107,595028.5,1668798.5,1804
25108,595028.5,1668793.5,1804
25109,595028.5,1668788.5,1804
25110,595028.5,1668783.5,1802
25111,595028.5,1668778.5,1802
25112,595028.5,1668773.5,1802
25113,595028.5,1668768.5,1799
25114,595028.5,1668763.5,1799
25115,595028.5,1668758.5,1799
25116,595028.5,1668753.5,1796
25117,595028.5,1668748.5,1796
25118,595028.5,1668743.5,1796
25119,595028.5,1668738.5,1796
25120,595028.5,1668733.5,1796
25121,595028.5,1668728.5,1796
25122,595028.5,1668723.5,1792
25123,595028.5,1668718.5,1792
25124,595028.5,1668713.5,1792
25125,595028.5,1668708.5,1788
25126,595028.5,1668703.5,1788
25127,595028.5,1668698.5,1788
25128,595028.5,1668693.5,1785
25129,595028.5,1668688.5,1785
25130,595028.5,1668683.5,1785
25131,595028.5,1668678.5,1779
25132,595028.5,1668673.5,1779
25133,595028.5,1668668.5,1779
25134,595028.5,1668663.5,1773
25135,595028.5,1668658.5,1773
25136,595028.5,1668653.5,1773
25137,595028.5,1668648.5,1767
25138,595028.5,1668643.5,1767
25139,595028.5,1668638.5,1767
25140,595028.5,1668633.5,1759
25141,595028.5,1668628.5,1759
25142,595028.5,1668623.5,1759
25143,595028.5,1668618.5,1752
25144,595028.5,1668613.5,1752
25145,595028.5,1668608.5,1752
25146,595028.5,1668603.5,1746
25147,595028.5,1668598.5,1746
25148,595028.5,1668593.5,1746
25149,595028.5,1668588.5,1742
25150,595028.5,1668583.5,1742
25151,595028.5,1668578.5,1742
25152,595033.5,1669533.5,1953
25153,595033.5,1669528.5,1953
25154,595033.5,1669523.5,1941
25155,595033.5,1669518.5,1941
25156,595033.5,1669513.5,1941
25157,595033.5,1669508.5,1932
25158,595033.5,1669503.5,1932
25159,595033.5,1669498.5,1932
25160,595033.5,1669493.5,1924
25161,595033.5,1669488.5,1924
25162,595033.5,1669483.5,1924
25163,595033.5,1669478.5,1920
25164,595033.5,1669473.5,1920
25165,595033.5,1669468.5,1920
25166,595033.5,1669463.5,1918
25167,595033.5,1669458.5,1918
25168,595033.5,1669453.5,1918
25169,595033.5,1669448.5,1917
25170,595033.5,1669443.5,1917
25171,595033.5,1669438.5,1917
25172,595033.5,1669433.5,1917
25173,595033.5,1669428.5,1917
25174,595033.5,1669423.5,1917
25175,595033.5,1669418.5,1917
25176,595033.5,1669413.5,1917
25177,595033.5,1669408.5,1917
25178,595033.5,1669403.5,1919
25179,595033.5,1669398.5,1919
25180,595033.5,1669393.5,1919
25181,595033.5,1669388.5,1923
25182,595033.5,1669383.5,1923
25183,595033.5,1669378.5,1923
25184,595033.5,1669373.5,1930
25185,595033.5,1669368.5,1930
25186,595033.5,1669363.5,1930
25187,595033.5,1669358.5,1939
25188,595033.5,1669353.5,1939
25189,595033.5,1669348.5,1939
25190,595033.5,1669343.5,1949
25191,595033.5,1669338.5,1949
25192,595033.5,1669333.5,1949
25193,595033.5,1669328.5,1960
25194,595033.5,1669323.5,1960
25195,595033.5,1669318.5,1960
25196,595033.5,1669313.5,1969
25197,595033.5,1669308.5,1969
25198,595033.5,1669303.5,1969
25199,595033.5,1669298.5,1977
25200,595033.5,1669293.5,1977
25201,595033.5,1669288.5,1977
25202,595033.5,1669283.5,1983
25203,595033.5,1669278.5,1983
25204,595033.5,1669273.5,1983
25205,595033.5,1669268.5,1990
25206,595033.5,1669263.5,1990
25207,595033.5,1669258.5,1990
25208,595033.5,1669253.5,1995
25209,595033.5,1669248.5,1995
25210,595033.5,1669243.5,1995
25211,595033.5,1669238.5,1999
25212,595033.5,1669233.5,1999
25213,595033.5,1669228.5,1999
25214,595033.5,1669223.5,2000
25215,595033.5,1669218.5,2000
25216,595033.5,1669213.5,2000
25217,595033.5,1669208.5,1998
25218,595033.5,1669203.5,1998
25219,595033.5,1669198.5,1998
25220,595033.5,1669193.5,1991
25221,595033.5,1669188.5,1991
25222,595033.5,1669183.5,1991
25223,595033.5,1669178.5,1981
25224,595033.5,1669173.5,1981
25225,595033.5,1669168.5,1981
25226,595033.5,1669163.5,1970
25227,595033.5,1669158.5,1970
25228,595033.5,1669153.5,1970
25229,595033.5,1669148.5,1958
25230,595033.5,1669143.5,1958
25231,595033.5,1669138.5,1958
25232,595033.5,1669133.5,1944
25233,595033.5,1669128.5,1944
25234,595033.5,1669123.5,1944
25235,595033.5,1669118.5,1931
25236,595033.5,1669113.5,1931
25237,595033.5,1669108.5,1931
25238,595033.5,1669103.5,1917
25239,595033.5,1669098.5,1917
25240,595033.5,1669093.5,1917
25241,595033.5,1669088.5,1900
25242,595033.5,1669083.5,1900
25243,595033.5,1669078.5,1900
25244,595033.5,1669073.5,1882
25245,595033.5,1669068.5,1882
25246,595033.5,1669063.5,1882
25247,595033.5,1669058.5,1882
25248,595033.5,1669053.5,1864
25249,595033.5,1669048.5,1864
25250,595033.5,1669043.5,1864
25251,595033.5,1669038.5,1848
25252,595033.5,1669033.5,1848
25253,595033.5,1669028.5,1848
25254,595033.5,1669023.5,1833
25255,595033.5,1669018.5,1833
25256,595033.5,1669013.5,1833
25257,595033.5,1669008.5,1817
25258,595033.5,1669003.5,1817
25259,595033.5,1668998.5,1817
25260,595033.5,1668993.5,1803
25261,595033.5,1668988.5,1803
25262,595033.5,1668983.5,1803
25263,595033.5,1668978.5,1797
25264,595033.5,1668973.5,1797
25265,595033.5,1668968.5,1797
25266,595033.5,1668963.5,1798
25267,595033.5,1668958.5,1798
25268,595033.5,1668953.5,1798
25269,595033.5,1668948.5,1800
25270,595033.5,1668943.5,1800
25271,595033.5,1668938.5,1800
25272,595033.5,1668933.5,1803
25273,595033.5,1668928.5,1803
25274,595033.5,1668923.5,1803
25275,595033.5,1668918.5,1806
25276,595033.5,1668913.5,1806
25277,595033.5,1668908.5,1806
25278,595033.5,1668903.5,1811
25279,595033.5,1668898.5,1811
25280,595033.5,1668893.5,1811
25281,595033.5,1668888.5,1814
25282,595033.5,1668883.5,1814
25283,595033.5,1668878.5,1814
25284,595033.5,1668873.5,1817
25285,595033.5,1668868.5,1817
25286,595033.5,1668863.5,1817
25287,595033.5,1668858.5,1819
25288,595033.5,1668853.5,1819
25289,595033.5,1668848.5,1819
25290,595033.5,1668843.5,1818
25291,595033.5,1668838.5,1818
25292,595033.5,1668833.5,1818
25293,595033.5,1668828.5,1817
25294,595033.5,1668823.5,1817
25295,595033.5,1668818.5,1817
25296,595033.5,1668813.5,1817
25297,595033.5,1668808.5,1817
25298,595033.5,1668803.5,1817
25299,595033.5,1668798.5,1816
25300,595033.5,1668793.5,1816
25301,595033.5,1668788.5,1816
25302,595033.5,1668783.5,1814
